Drug Name,Temperature (oC),Concentration (mM),% Transmittance,Difference from Control
Potassium Phosphate Dibasic,36,10,25.80278993,68.53086615
Potassium Phosphate Dibasic,37,10,25.44876238,69.10235523
Potassium Phosphate Dibasic,38,10,25.13815116,69.48556498
Potassium Phosphate Dibasic,39,10,24.94594727,69.67776887
Potassium Phosphate Dibasic,40,10,24.79324279,69.54041329
Guanidine Hydrochloride,25,0,100,0
Guanidine Hydrochloride,26,0,96.82778563,0
Guanidine Hydrochloride,27,0,92.61187281,0
Guanidine Hydrochloride,28,0,89.74287945,0
Guanidine Hydrochloride,29,0,86.43042861,0
Guanidine Hydrochloride,30,0,83.11256137,0
Guanidine Hydrochloride,31,0,79.73824387,0
Guanidine Hydrochloride,32,0,76.61844496,0
Guanidine Hydrochloride,33,0,73.96052751,0
Guanidine Hydrochloride,34,0,72.11074792,0
Guanidine Hydrochloride,35,0,71.17595997,0
Guanidine Hydrochloride,36,0,70.74026244,0
Guanidine Hydrochloride,37,0,70.4693069,0
Guanidine Hydrochloride,38,0,70.63175543,0
Guanidine Hydrochloride,39,0,70.68598811,0
Guanidine Hydrochloride,40,0,71.34003751,0
Guanidine Hydrochloride,25,2,101.1579454,-1.157945426
Guanidine Hydrochloride,26,2,97.79875662,-0.97097099
Guanidine Hydrochloride,27,2,93.82818886,-1.216316046
Guanidine Hydrochloride,28,2,91.20108394,-1.458204486
Guanidine Hydrochloride,29,2,86.23164414,0.19878447
Guanidine Hydrochloride,30,2,79.9834255,3.129135874
Guanidine Hydrochloride,31,2,69.66265141,10.07559246
Guanidine Hydrochloride,32,2,59.84115951,16.77728545
Guanidine Hydrochloride,33,2,53.45643594,20.50409157
Guanidine Hydrochloride,34,2,49.3173804,22.79336752
Guanidine Hydrochloride,35,2,46.45152752,24.72443245
Guanidine Hydrochloride,36,2,44.39492568,26.34533675
Guanidine Hydrochloride,37,2,42.85485204,27.61445486
Guanidine Hydrochloride,38,2,41.7509793,28.88077612
Guanidine Hydrochloride,39,2,40.83193863,29.85404948
Guanidine Hydrochloride,40,2,40.17908108,31.16095642
Guanidine Hydrochloride,25,4,102.6439445,-2.643944538
Guanidine Hydrochloride,26,4,99.54054174,-2.712756109
Guanidine Hydrochloride,27,4,96.16122784,-3.549355025
Guanidine Hydrochloride,28,4,92.96796685,-3.225087403
Guanidine Hydrochloride,29,4,86.49679188,-0.06636327
Guanidine Hydrochloride,30,4,77.20877584,5.903785538
Guanidine Hydrochloride,31,4,60.25595861,19.48228526
Guanidine Hydrochloride,32,4,47.24255021,29.37589475
Guanidine Hydrochloride,33,4,40.17908108,33.78144642
Guanidine Hydrochloride,34,4,35.78216934,36.32857858
Guanidine Hydrochloride,35,4,32.73406949,38.44189049
Guanidine Hydrochloride,36,4,30.52577274,40.2144897
Guanidine Hydrochloride,37,4,29.0625243,41.4067826
Guanidine Hydrochloride,38,4,27.88260417,42.74915126
Guanidine Hydrochloride,39,4,27.14355125,43.54243687
Guanidine Hydrochloride,40,4,26.6072506,44.73278691
Guanidine Hydrochloride,25,6,102.5651926,-2.565192625
Guanidine Hydrochloride,26,6,99.54054174,-2.712756109
Guanidine Hydrochloride,27,6,96.08744969,-3.475576873
Guanidine Hydrochloride,28,6,92.32797987,-2.585100421
Guanidine Hydrochloride,29,6,85.17915616,1.251272452
Guanidine Hydrochloride,30,6,74.0741483,9.038413079
Guanidine Hydrochloride,31,6,55.67582571,24.06241816
Guanidine Hydrochloride,32,6,43.55118737,33.06725759
Guanidine Hydrochloride,33,6,37.06807218,36.89245533
Guanidine Hydrochloride,34,6,32.98627941,39.12446851
Guanidine Hydrochloride,35,6,30.29237562,40.88358436
Guanidine Hydrochloride,36,6,28.31391996,42.42634248
Guanidine Hydrochloride,37,6,26.85344446,43.61586244
Guanidine Hydrochloride,38,6,25.88212915,44.74962627
Guanidine Hydrochloride,39,6,25.17676928,45.50921883
Guanidine Hydrochloride,40,6,24.9076832,46.43235431
Guanidine Hydrochloride,25,8,100,0
Guanidine Hydrochloride,26,8,96.90213223,-0.0743466
Guanidine Hydrochloride,27,8,93.82818886,-1.216316046
Guanidine Hydrochloride,28,8,90.01882365,-0.275944195
Guanidine Hydrochloride,29,8,81.65823714,4.772191472
Guanidine Hydrochloride,30,8,67.76415076,15.34841061
Guanidine Hydrochloride,31,8,50.0418473,29.69639657
Guanidine Hydrochloride,32,8,39.87187569,36.74656927
Guanidine Hydrochloride,33,8,34.54087486,39.41965264
Guanidine Hydrochloride,34,8,31.11716337,40.99358455
Guanidine Hydrochloride,35,8,28.72984833,42.44611164
Guanidine Hydrochloride,36,8,27.01883796,43.72142448
Guanidine Hydrochloride,37,8,25.78299316,44.68631374
Guanidine Hydrochloride,38,8,24.92680789,45.70494753
Guanidine Hydrochloride,39,8,24.37810818,46.30787993
Guanidine Hydrochloride,40,8,24.11755809,47.22247941
Guanidine Hydrochloride,25,10,100.0767823,-0.076782299
Guanidine Hydrochloride,26,10,97.34941215,-0.52162652
Guanidine Hydrochloride,27,10,93.68426776,-1.072394945
Guanidine Hydrochloride,28,10,88.7156012,1.027278246
Guanidine Hydrochloride,29,10,77.6843137,8.746114906
Guanidine Hydrochloride,30,10,58.88436554,24.22819584
Guanidine Hydrochloride,31,10,44.87453899,34.86370488
Guanidine Hydrochloride,32,10,37.23917063,39.37927433
Guanidine Hydrochloride,33,10,32.96097122,40.99955629
Guanidine Hydrochloride,34,10,30.01465345,42.09609447
Guanidine Hydrochloride,35,10,27.81847596,43.35748402
Guanidine Hydrochloride,36,10,26.34308703,44.39717541
Guanidine Hydrochloride,37,10,25.17676928,45.29253762
Guanidine Hydrochloride,38,10,24.34071511,46.29104031
Guanidine Hydrochloride,39,10,23.91479523,46.77119288
Guanidine Hydrochloride,40,10,23.64104484,47.69899267
Sucrose,25,0,100,0
Sucrose,26,0,98.40111058,0
Sucrose,27,0,96.38290236,0
Sucrose,28,0,96.82778563,0
Sucrose,29,0,97.20008991,0
Sucrose,30,0,96.67926351,0
Sucrose,31,0,95.13346899,0
Sucrose,32,0,93.61239001,0
Sucrose,33,0,93.32543008,0
Sucrose,34,0,93.75620069,0
Sucrose,35,0,94.11669469,0
Sucrose,36,0,94.04448517,0
Sucrose,37,0,93.97233106,0
Sucrose,38,0,94.11669469,0
Sucrose,39,0,93.97233106,0
Sucrose,40,0,94.2612801,0
Sucrose,25,2,108.5592081,-8.559208106
Sucrose,26,2,106.4143018,-8.013191246
Sucrose,27,2,103.9920166,-7.609114221
Sucrose,28,2,101.9373486,-5.109562968
Sucrose,29,2,100.7704814,-3.5703915
Sucrose,30,2,98.93121284,-2.251949339
Sucrose,31,2,96.97653591,-1.843066924
Sucrose,32,2,94.62371614,-1.011326124
Sucrose,33,2,93.32543008,0
Sucrose,34,2,92.89663868,0.859562015
Sucrose,35,2,92.54081785,1.575876845
Sucrose,36,2,92.46981739,1.574667779
Sucrose,37,2,92.39887142,1.57345964
Sucrose,38,2,92.89663868,1.220056012
Sucrose,39,2,93.11078755,0.86154351
Sucrose,40,2,93.61239001,0.648890088
Sucrose,25,4,103.6732389,-3.673238886
Sucrose,26,4,101.3911386,-2.990027998
Sucrose,27,4,98.25017517,-1.867272804
Sucrose,28,4,95.86645468,0.961330942
Sucrose,29,4,93.97233106,3.227758858
Sucrose,30,4,91.55175347,5.127510035
Sucrose,31,4,88.7156012,6.417867783
Sucrose,32,4,86.36411625,7.248273759
Sucrose,33,4,84.46303186,8.862398221
Sucrose,34,4,83.81723564,9.938965056
Sucrose,35,4,83.68867013,10.42802456
Sucrose,36,4,83.94599865,10.09848652
Sucrose,37,4,84.07495948,9.897371579
Sucrose,38,4,84.65773926,9.458955435
Sucrose,39,4,85.24455867,8.727772387
Sucrose,40,4,85.90135215,8.35992795
Sucrose,25,6,96.38290236,3.617097638
Sucrose,26,6,93.68426776,4.716842818
Sucrose,27,6,89.60522472,6.777677642
Sucrose,28,6,86.62967132,10.1981143
Sucrose,29,6,83.0487946,14.15129531
Sucrose,30,6,79.49381382,17.18544969
Sucrose,31,6,76.26641518,18.86705381
Sucrose,32,6,72.72214272,20.89024729
Sucrose,33,6,69.9841996,23.34123048
Sucrose,34,6,68.49622967,25.25997103
Sucrose,35,6,67.24603258,26.87066211
Sucrose,36,6,66.57839682,27.46608835
Sucrose,37,6,66.37430704,27.59802402
Sucrose,38,6,66.57839682,27.53829787
Sucrose,39,6,67.03989622,26.93243483
Sucrose,40,6,67.55642616,26.70485394
Sucrose,25,8,89.12509381,10.87490619
Sucrose,26,8,85.24455867,13.15655191
Sucrose,27,8,80.4143088,15.96859356
Sucrose,28,8,76.73614894,20.09163669
Sucrose,29,8,72.83386106,24.36622885
Sucrose,30,8,69.02398038,27.65528312
Sucrose,31,8,64.86344335,30.27002563
Sucrose,32,8,61.09420249,32.51818752
Sucrose,33,8,58.29974654,35.02568354
Sucrose,34,8,56.53707464,37.21912605
Sucrose,35,8,55.59042573,38.52626896
Sucrose,36,8,54.95408739,39.09039779
Sucrose,37,8,54.9962824,38.97604866
Sucrose,38,8,55.2501337,38.86656099
Sucrose,39,8,55.16538668,38.80694438
Sucrose,40,8,55.50515673,38.75612337
Sucrose,25,10,99.77000638,0.229993618
Sucrose,26,10,97.49896377,0.902146804
Sucrose,27,10,94.04448517,2.33841719
Sucrose,28,10,90.92151563,5.906269993
Sucrose,29,10,87.4312458,9.768844112
Sucrose,30,10,83.81723564,12.86202787
Sucrose,31,10,79.79946873,15.33400026
Sucrose,32,10,75.74140087,17.87098914
Sucrose,33,10,72.49921987,20.82621021
Sucrose,34,10,70.30723199,23.4489687
Sucrose,35,10,68.8123939,25.30430079
Sucrose,36,10,67.50459458,26.53989059
Sucrose,37,10,66.83439176,27.1379393
Sucrose,38,10,66.57839682,27.53829787
Sucrose,39,10,66.83439176,27.1379393
Sucrose,40,10,67.03989622,27.22138388
Caffeine,25,0,100,0
Caffeine,26,0,95.71940713,0
Caffeine,27,0,90.99132726,0
Caffeine,28,0,87.8348101,0
Caffeine,29,0,83.62446134,0
Caffeine,30,0,79.37187992,0
Caffeine,31,0,74.98942093,0
Caffeine,32,0,71.28530301,0
Caffeine,33,0,68.33869271,0
Caffeine,34,0,66.83439176,0
Caffeine,35,0,65.76578374,0
Caffeine,36,0,65.715326,0
Caffeine,37,0,65.66490697,0
Caffeine,38,0,65.46361741,0
Caffeine,39,0,65.36320413,0
Caffeine,40,0,65.56418494,0
Caffeine,25,2,89.67402567,10.32597433
Caffeine,26,2,85.57232528,10.14708185
Caffeine,27,2,79.79946873,11.19185854
Caffeine,28,2,77.09034691,10.74446319
Caffeine,29,2,73.62070975,10.00375159
Caffeine,30,2,70.14552984,9.226350076
Caffeine,31,2,66.88570874,8.103712194
Caffeine,32,2,63.33833849,7.946964519
Caffeine,33,2,60.16353325,8.175159459
Caffeine,34,2,58.34451043,8.489881329
Caffeine,35,2,57.19174311,8.574040625
Caffeine,36,2,56.75446054,8.960865457
Caffeine,37,2,56.36376558,9.30114139
Caffeine,38,2,56.01873963,9.444877782
Caffeine,39,2,56.1047976,9.258406527
Caffeine,40,2,56.53707464,9.027110301
Caffeine,25,4,104.6325156,-4.632515554
Caffeine,26,4,100.6931669,-4.973759756
Caffeine,27,4,97.64874514,-6.657417881
Caffeine,28,4,93.75620069,-5.921390596
Caffeine,29,4,90.50376922,-6.879307871
Caffeine,30,4,87.63279564,-8.260915721
Caffeine,31,4,84.13951416,-9.150093231
Caffeine,32,4,80.66156922,-9.376266205
Caffeine,33,4,78.10281132,-9.764118616
Caffeine,34,4,76.38357836,-9.549186601
Caffeine,35,4,75.10462235,-9.338838611
Caffeine,36,4,74.75954795,-9.044221954
Caffeine,37,4,74.41605903,-8.751152057
Caffeine,38,4,74.35896451,-8.895347101
Caffeine,39,4,74.70218989,-9.338985763
Caffeine,40,4,74.98942093,-9.425235991
Caffeine,25,6,118.0320636,-18.03206357
Caffeine,26,6,115.3453258,-19.62591865
Caffeine,27,6,113.3269846,-22.33565736
Caffeine,28,6,110.3231533,-22.48834324
Caffeine,29,6,108.0604239,-24.43596251
Caffeine,30,6,105.2769594,-25.90507952
Caffeine,31,6,102.6439445,-27.6545236
Caffeine,32,6,98.77946432,-27.49416131
Caffeine,33,6,96.01372814,-27.67503543
Caffeine,34,6,94.62371614,-27.78932438
Caffeine,35,6,93.32543008,-27.55964634
Caffeine,36,6,92.46981739,-26.7544914
Caffeine,37,6,91.41132415,-25.74641717
Caffeine,38,6,91.0611925,-25.59757509
Caffeine,39,6,90.92151563,-25.5583115
Caffeine,40,6,90.99132726,-25.42714232
Caffeine,25,8,122.179966,-22.17996602
Caffeine,26,8,119.7659416,-24.04653449
Caffeine,27,8,117.1296018,-26.13827449
Caffeine,28,8,115.2568289,-27.42201884
Caffeine,29,8,114.7272719,-31.10281057
Caffeine,30,8,113.2400363,-33.86815641
Caffeine,31,8,111.258534,-36.26911311
Caffeine,32,8,108.1433951,-36.85809212
Caffeine,33,8,107.1519305,-38.81323781
Caffeine,34,8,106.5777793,-39.7433875
Caffeine,35,8,106.6596121,-40.89382839
Caffeine,36,8,106.5777793,-40.86245326
Caffeine,37,8,106.3326572,-40.66775019
Caffeine,38,8,106.8234664,-41.359849
Caffeine,39,8,106.9875724,-41.62436828
Caffeine,40,8,106.7415078,-41.17732288
Caffeine,25,10,123.9747763,-23.9747763
Caffeine,26,10,123.4999173,-27.78051014
Caffeine,27,10,124.069967,-33.07863972
Caffeine,28,10,124.1652308,-36.33042066
Caffeine,29,10,123.6896422,-40.06518089
Caffeine,30,10,123.4051639,-44.03328403
Caffeine,31,10,121.5252902,-46.53586922
Caffeine,32,10,119.4904876,-48.20518459
Caffeine,33,10,118.4858986,-50.14720591
Caffeine,34,10,117.9415054,-51.10711361
Caffeine,35,10,117.3996134,-51.63382964
Caffeine,36,10,116.770552,-51.05522603
Caffeine,37,10,116.3232872,-50.65838027
Caffeine,38,10,116.0557511,-50.5921337
Caffeine,39,10,116.0557511,-50.69254698
Caffeine,40,10,115.6999932,-50.13580823
Ibuprofen Sodium,25,0,100,0
Ibuprofen Sodium,26,0,99.46417086,0
Ibuprofen Sodium,27,0,98.09947127,0
Ibuprofen Sodium,28,0,97.64874514,0
Ibuprofen Sodium,29,0,96.82778563,0
Ibuprofen Sodium,30,0,95.79290269,0
Ibuprofen Sodium,31,0,94.33365608,0
Ibuprofen Sodium,32,0,92.96796685,0
Ibuprofen Sodium,33,0,92.54081785,0
Ibuprofen Sodium,34,0,92.82536523,0
Ibuprofen Sodium,35,0,93.39708749,0
Ibuprofen Sodium,36,0,94.04448517,0
Ibuprofen Sodium,37,0,94.47857479,0
Ibuprofen Sodium,38,0,95.13346899,0
Ibuprofen Sodium,39,0,95.20651465,0
Ibuprofen Sodium,40,0,95.42598833,0
Ibuprofen Sodium,25,2,83.81723564,16.18276436
Ibuprofen Sodium,26,2,81.2206885,18.24348235
Ibuprofen Sodium,27,2,76.91304403,21.18642724
Ibuprofen Sodium,28,2,76.85403373,20.79471141
Ibuprofen Sodium,29,2,74.81695005,22.01083558
Ibuprofen Sodium,30,2,72.72214272,23.07075997
Ibuprofen Sodium,31,2,70.4693069,23.86434918
Ibuprofen Sodium,32,2,68.02470494,24.94326192
Ibuprofen Sodium,33,2,66.27249688,26.26832097
Ibuprofen Sodium,34,2,65.21287293,27.6124923
Ibuprofen Sodium,35,2,64.31811877,29.07896872
Ibuprofen Sodium,36,2,64.07176189,29.97272329
Ibuprofen Sodium,37,2,63.92440092,30.55417387
Ibuprofen Sodium,38,2,64.07176189,31.0617071
Ibuprofen Sodium,39,2,64.1701912,31.03632345
Ibuprofen Sodium,40,2,64.46638735,30.95960099
Ibuprofen Sodium,25,4,91.76280206,8.237197941
Ibuprofen Sodium,26,4,88.78371908,10.68045178
Ibuprofen Sodium,27,4,85.96730918,12.13216209
Ibuprofen Sodium,28,4,81.84647881,15.80226633
Ibuprofen Sodium,29,4,78.16278046,18.66500517
Ibuprofen Sodium,30,4,74.30191379,21.4909889
Ibuprofen Sodium,31,4,70.68598811,23.64766797
Ibuprofen Sodium,32,4,67.34933832,25.61862853
Ibuprofen Sodium,33,4,64.76395067,27.77686717
Ibuprofen Sodium,34,4,62.70949932,30.11586591
Ibuprofen Sodium,35,4,61.28205684,32.11503065
Ibuprofen Sodium,36,4,60.48764367,33.5568415
Ibuprofen Sodium,37,4,60.20972819,34.2688466
Ibuprofen Sodium,38,4,59.84115951,35.29230948
Ibuprofen Sodium,39,4,59.88710692,35.31940773
Ibuprofen Sodium,40,4,59.84115951,35.58482883
Ibuprofen Sodium,25,6,91.90377134,8.096228664
Ibuprofen Sodium,26,6,89.33054837,10.13362248
Ibuprofen Sodium,27,6,86.1654843,11.93398697
Ibuprofen Sodium,28,6,83.30415562,14.34458953
Ibuprofen Sodium,29,6,80.04483861,16.78294701
Ibuprofen Sodium,30,6,76.61844496,19.17445773
Ibuprofen Sodium,31,6,73.00176045,21.33189563
Ibuprofen Sodium,32,6,69.23621746,23.73174939
Ibuprofen Sodium,33,6,66.52731562,26.01350223
Ibuprofen Sodium,34,6,64.41692655,28.40843868
Ibuprofen Sodium,35,6,62.80583588,30.59125161
Ibuprofen Sodium,36,6,62.27781016,31.76667501
Ibuprofen Sodium,37,6,61.99166962,32.48690518
Ibuprofen Sodium,38,6,61.89658189,33.2368871
Ibuprofen Sodium,39,6,61.89658189,33.30993276
Ibuprofen Sodium,40,6,62.03926825,33.38672009
Ibuprofen Sodium,25,8,89.19352611,10.80647389
Ibuprofen Sodium,26,8,86.62967132,12.83449954
Ibuprofen Sodium,27,8,83.30415562,14.79531566
Ibuprofen Sodium,28,8,80.90958992,16.73915523
Ibuprofen Sodium,29,8,77.8036551,19.02413052
Ibuprofen Sodium,30,8,74.53037962,21.26252307
Ibuprofen Sodium,31,8,70.52341485,23.81024123
Ibuprofen Sodium,32,8,66.62951725,26.33844961
Ibuprofen Sodium,33,8,63.53309319,29.00772466
Ibuprofen Sodium,34,8,61.09420249,31.73116274
Ibuprofen Sodium,35,8,59.29253246,34.10455503
Ibuprofen Sodium,36,8,58.21032178,35.8341634
Ibuprofen Sodium,37,8,57.4557282,37.02284659
Ibuprofen Sodium,38,8,57.10401789,38.0294511
Ibuprofen Sodium,39,8,56.88529308,38.32122157
Ibuprofen Sodium,40,8,56.84164876,38.58433957
Ibuprofen Sodium,25,10,93.0393498,6.960650205
Ibuprofen Sodium,26,10,90.57326009,8.890910768
Ibuprofen Sodium,27,10,87.8348101,10.26466118
Ibuprofen Sodium,28,10,84.98324953,12.66549561
Ibuprofen Sodium,29,10,82.09814291,14.72964272
Ibuprofen Sodium,30,10,78.76501015,17.02789254
Ibuprofen Sodium,31,10,74.87439623,19.45925985
Ibuprofen Sodium,32,10,70.90333559,22.06463127
Ibuprofen Sodium,33,10,67.60829754,24.93252031
Ibuprofen Sodium,34,10,65.06288749,27.76247774
Ibuprofen Sodium,35,10,63.04732526,30.34976223
Ibuprofen Sodium,36,10,61.7542237,32.29026147
Ibuprofen Sodium,37,10,61.09420249,33.3843723
Ibuprofen Sodium,38,10,60.67363296,34.45983603
Ibuprofen Sodium,39,10,60.58056694,34.62594771
Ibuprofen Sodium,40,10,60.53408748,34.89190086
Lidocaine Hydrochloride,25,0,100,0
Lidocaine Hydrochloride,26,0,96.75349607,0
Lidocaine Hydrochloride,27,0,91.76280206,0
Lidocaine Hydrochloride,28,0,89.12509381,0
Lidocaine Hydrochloride,29,0,85.76958986,0
Lidocaine Hydrochloride,30,0,82.35058083,0
Lidocaine Hydrochloride,31,0,78.94658226,0
Lidocaine Hydrochloride,32,0,75.22000074,0
Lidocaine Hydrochloride,33,0,72.49921987,0
Lidocaine Hydrochloride,34,0,70.68598811,0
Lidocaine Hydrochloride,35,0,69.23621746,0
Lidocaine Hydrochloride,36,0,68.65412978,0
Lidocaine Hydrochloride,37,0,68.33869271,0
Lidocaine Hydrochloride,38,0,68.49622967,0
Lidocaine Hydrochloride,39,0,68.54882265,0
Lidocaine Hydrochloride,40,0,69.07697858,0
Lidocaine Hydrochloride,25,2,106.2510751,-6.251075146
Lidocaine Hydrochloride,26,2,103.4347971,-6.681300985
Lidocaine Hydrochloride,27,2,100.3074831,-8.544681049
Lidocaine Hydrochloride,28,2,97.05099672,-7.925902911
Lidocaine Hydrochloride,29,2,90.92151563,-5.151925774
Lidocaine Hydrochloride,30,2,80.84751334,1.503067494
Lidocaine Hydrochloride,31,2,62.90232044,16.04426182
Lidocaine Hydrochloride,32,2,47.97334486,27.24665587
Lidocaine Hydrochloride,33,2,40.30262497,32.19659489
Lidocaine Hydrochloride,34,2,35.56313186,35.12285626
Lidocaine Hydrochloride,35,2,32.38421196,36.85200551
Lidocaine Hydrochloride,36,2,29.99162519,38.66250459
Lidocaine Hydrochloride,37,2,28.4227874,39.9159053
Lidocaine Hydrochloride,38,2,27.24791861,41.24831106
Lidocaine Hydrochloride,39,2,26.24218543,42.30663721
Lidocaine Hydrochloride,40,2,25.46830253,43.60867606
Lidocaine Hydrochloride,25,4,103.5142167,-3.514216668
Lidocaine Hydrochloride,26,4,100.461579,-3.70808296
Lidocaine Hydrochloride,27,4,96.6050879,-4.84228584
Lidocaine Hydrochloride,28,4,93.18228015,-4.057186337
Lidocaine Hydrochloride,29,4,86.43042861,-0.660838748
Lidocaine Hydrochloride,30,4,74.58760576,7.76297507
Lidocaine Hydrochloride,31,4,55.33501092,23.61157133
Lidocaine Hydrochloride,32,4,40.45758917,34.76241157
Lidocaine Hydrochloride,33,4,33.52226333,38.97695653
Lidocaine Hydrochloride,34,4,29.37649652,41.30949159
Lidocaine Hydrochloride,35,4,26.58683661,42.64938085
Lidocaine Hydrochloride,36,4,24.85039712,43.80373266
Lidocaine Hydrochloride,37,4,23.49632821,44.8423645
Lidocaine Hydrochloride,38,4,22.45604828,46.04018139
Lidocaine Hydrochloride,39,4,21.67704105,46.8717816
Lidocaine Hydrochloride,40,4,20.98939884,48.08757975
Lidocaine Hydrochloride,25,6,103.9920166,-3.992016583
Lidocaine Hydrochloride,26,6,100.8478553,-4.094359238
Lidocaine Hydrochloride,27,6,96.97653591,-5.213733851
Lidocaine Hydrochloride,28,6,93.68426776,-4.559173945
Lidocaine Hydrochloride,29,6,86.62967132,-0.860081464
Lidocaine Hydrochloride,30,6,74.0173161,8.333264733
Lidocaine Hydrochloride,31,6,53.57966575,25.3669165
Lidocaine Hydrochloride,32,6,39.59739963,35.6226011
Lidocaine Hydrochloride,33,6,33.01160703,39.48761283
Lidocaine Hydrochloride,34,6,29.10717118,41.57881693
Lidocaine Hydrochloride,35,6,26.6890634,42.54715407
Lidocaine Hydrochloride,36,6,25.09959227,43.55453751
Lidocaine Hydrochloride,37,6,23.95153399,44.38715872
Lidocaine Hydrochloride,38,6,22.83845215,45.65777752
Lidocaine Hydrochloride,39,6,22.1819642,46.36685845
Lidocaine Hydrochloride,40,6,21.5443469,47.53263168
Lidocaine Hydrochloride,25,8,104.5522379,-4.552237942
Lidocaine Hydrochloride,26,8,101.6248693,-4.87137322
Lidocaine Hydrochloride,27,8,98.1747943,-6.411992243
Lidocaine Hydrochloride,28,8,94.40608763,-5.280993815
Lidocaine Hydrochloride,29,8,86.49679188,-0.727202018
Lidocaine Hydrochloride,30,8,72.05542211,10.29515872
Lidocaine Hydrochloride,31,8,50.85496191,28.09162035
Lidocaine Hydrochloride,32,8,38.40018647,36.81981426
Lidocaine Hydrochloride,33,8,32.48378794,40.01543193
Lidocaine Hydrochloride,34,8,29.0179459,41.66804221
Lidocaine Hydrochloride,35,8,26.77112776,42.4650897
Lidocaine Hydrochloride,36,8,25.17676928,43.4773605
Lidocaine Hydrochloride,37,8,24.06208925,44.27660346
Lidocaine Hydrochloride,38,8,23.1206479,45.37558176
Lidocaine Hydrochloride,39,8,22.68123335,45.8675893
Lidocaine Hydrochloride,40,8,21.94488621,47.13209237
Lidocaine Hydrochloride,25,10,102.1723385,-2.172338451
Lidocaine Hydrochloride,26,10,98.77946432,-2.025968255
Lidocaine Hydrochloride,27,10,95.86645468,-4.103652624
Lidocaine Hydrochloride,28,10,91.41132415,-2.286230334
Lidocaine Hydrochloride,29,10,81.28305162,4.486538243
Lidocaine Hydrochloride,30,10,62.13457517,20.21600566
Lidocaine Hydrochloride,31,10,45.18559444,33.76098782
Lidocaine Hydrochloride,32,10,36.14098626,39.07901447
Lidocaine Hydrochloride,33,10,31.67135663,40.82786323
Lidocaine Hydrochloride,34,10,28.99568235,41.69030576
Lidocaine Hydrochloride,35,10,26.89469767,42.34151979
Lidocaine Hydrochloride,36,10,25.68423688,42.9698929
Lidocaine Hydrochloride,37,10,24.96510134,43.37359137
Lidocaine Hydrochloride,38,10,23.96992453,44.52630513
Lidocaine Hydrochloride,39,10,23.35249745,45.1963252
Lidocaine Hydrochloride,40,10,23.01441817,46.06256041
Tenofovir Disproxyl Fumarate,25,0,100,0
Tenofovir Disproxyl Fumarate,26,0,98.55227786,0
Tenofovir Disproxyl Fumarate,27,0,96.23506264,0
Tenofovir Disproxyl Fumarate,28,0,94.62371614,0
Tenofovir Disproxyl Fumarate,29,0,93.82818886,0
Tenofovir Disproxyl Fumarate,30,0,92.32797987,0
Tenofovir Disproxyl Fumarate,31,0,91.41132415,0
Tenofovir Disproxyl Fumarate,32,0,91.0611925,0
Tenofovir Disproxyl Fumarate,33,0,91.55175347,0
Tenofovir Disproxyl Fumarate,34,0,92.32797987,0
Tenofovir Disproxyl Fumarate,35,0,93.39708749,0
Tenofovir Disproxyl Fumarate,36,0,94.76908045,0
Tenofovir Disproxyl Fumarate,37,0,96.23506264,0
Tenofovir Disproxyl Fumarate,38,0,97.87384875,0
Tenofovir Disproxyl Fumarate,39,0,98.55227786,0
Tenofovir Disproxyl Fumarate,40,0,98.77946432,0
Tenofovir Disproxyl Fumarate,25,2,92.46981739,7.530182606
Tenofovir Disproxyl Fumarate,26,2,89.74287945,8.809398408
Tenofovir Disproxyl Fumarate,27,2,86.36411625,9.870946386
Tenofovir Disproxyl Fumarate,28,2,81.28305162,13.34066452
Tenofovir Disproxyl Fumarate,29,2,71.28530301,22.54288585
Tenofovir Disproxyl Fumarate,30,2,55.50515673,36.82282314
Tenofovir Disproxyl Fumarate,31,2,40.3645393,51.04678485
Tenofovir Disproxyl Fumarate,32,2,32.5836701,58.4775224
Tenofovir Disproxyl Fumarate,33,2,28.68578022,62.86597325
Tenofovir Disproxyl Fumarate,34,2,26.02156025,66.30641962
Tenofovir Disproxyl Fumarate,35,2,24.21029047,69.18679702
Tenofovir Disproxyl Fumarate,36,2,22.99676073,71.77231972
Tenofovir Disproxyl Fumarate,37,2,22.01236303,74.22269961
Tenofovir Disproxyl Fumarate,38,2,21.2977308,76.57611795
Tenofovir Disproxyl Fumarate,39,2,20.71730851,77.83496935
Tenofovir Disproxyl Fumarate,40,2,20.18366364,78.59580069
Tenofovir Disproxyl Fumarate,25,4,92.46981739,7.530182606
Tenofovir Disproxyl Fumarate,26,4,89.88074565,8.671532208
Tenofovir Disproxyl Fumarate,27,4,86.62967132,9.605391317
Tenofovir Disproxyl Fumarate,28,4,82.09814291,12.52557323
Tenofovir Disproxyl Fumarate,29,4,72.66634783,21.16184103
Tenofovir Disproxyl Fumarate,30,4,58.34451043,33.98346944
Tenofovir Disproxyl Fumarate,31,4,41.49540426,49.91591988
Tenofovir Disproxyl Fumarate,32,4,32.5836701,58.4775224
Tenofovir Disproxyl Fumarate,33,4,28.16220572,63.38954775
Tenofovir Disproxyl Fumarate,34,4,25.52701303,66.80096684
Tenofovir Disproxyl Fumarate,35,4,23.62290663,69.77418086
Tenofovir Disproxyl Fumarate,36,4,22.4044008,72.36467965
Tenofovir Disproxyl Fumarate,37,4,21.42890601,74.80615663
